SentimentText,Sentiment
The clam chowder was absolutely phenomenal.,1
The oysters was absolutely great.,1
The enchiladas was absolutely marvelous.,1
The lasagna was absolutely perfect.,1
The waffles was absolutely lovely.,1
The gyoza was absolutely magnificent.,1
The waffles was absolutely phenomenal.,1
The steak was soggy and disappointing.,0
The coffee was absolutely terrific.,1
The waffles was unpleasant and disappointing.,0
The caesar salad was absolutely spectacular.,1
Really appreciate how well they handle dietary needs.,1
The caesar salad was bland and disappointing.,0
The brunch was a disaster from start to finish.,0
The lasagna was absolutely superb.,1
The sushi was revolting and disappointing.,0
The risotto was rubbery and disappointing.,0
The pad thai was absolutely divine.,1
The gnocchi was absolutely exceptional.,1
The gelato was absolutely phenomenal.,1
The eggs benedict was bland and disappointing.,0
The tiramisu was absolutely incredible.,1
The crab cakes was disappointing and disappointing.,0
The caesar salad was absolutely outstanding.,1
The gyoza was inedible and disappointing.,0
The chicken was bland and disappointing.,0
The cheesecake was terrible and disappointing.,0
The curry was disappointing and disappointing.,0
The ribs was absolutely terrific.,1
The hummus was dreadful and disappointing.,0
The cheesecake was absolutely magnificent.,1
The burrito was absolutely brilliant.,1
The bread was absolutely magnificent.,1
The beef was absolutely delicious.,1
The chicken was absolutely excellent.,1
The bread was mediocre and disappointing.,0
The tacos was disgusting and disappointing.,0
The ribs was absolutely amazing.,1
The waffles was absolutely outstanding.,1
The curry was cold and disappointing.,0
The dessert was absolutely great.,1
The caesar salad was unpleasant and disappointing.,0
The gelato was absolutely excellent.,1
The oysters was dry and disappointing.,0
The risotto was overpriced and disappointing.,0
The risotto was absolutely brilliant.,1
The caesar salad was absolutely superb.,1
The ribs was absolutely magnificent.,1
The tiramisu was absolutely magnificent.,1
The crab cakes was absolutely amazing.,1
The clam chowder was terrible and disappointing.,0
The pizza was overcooked and disappointing.,0
A must-visit for anyone in the area.,1
The coffee was absolutely lovely.,1
The dumplings was flavorless and disappointing.,0
The ribs was absolutely phenomenal.,1
The lasagna was inedible and disappointing.,0
The curry was awful and disappointing.,0
The salmon was appalling and disappointing.,0
The oysters was absolutely divine.,1
The beef was absolutely fantastic.,1
The soup was greasy and disappointing.,0
The nachos was overpriced and disappointing.,0
The wings was absolutely wonderful.,1
The lasagna was absolutely lovely.,1
The shrimp was absolutely amazing.,1
The lobster was absolutely brilliant.,1
The oysters was absolutely spectacular.,1
The lobster bisque was unpleasant and disappointing.,0
The biryani was absolutely superb.,1
The soup was dreadful and disappointing.,0
The caesar salad was overpriced and disappointing.,0
The carbonara was absolutely brilliant.,1
The pad thai was terrible and disappointing.,0
The carbonara was flavorless and disappointing.,0
The cheesecake was absolutely amazing.,1
The waffles was absolutely amazing.,1
The oysters was awful and disappointing.,0
The ramen was terrible and disappointing.,0
The burrito was absolutely superb.,1
The pad thai was absolutely terrific.,1
The fish was absolutely delicious.,1
The burrito was soggy and disappointing.,0
The staff showed zero interest in our experience.,0
The eggs benedict was absolutely excellent.,1
The waffles was absolutely fabulous.,1
The salad was absolutely perfect.,1
The caesar salad was absolutely great.,1
The duck confit was absolutely exceptional.,1
The dessert was flavorless and disappointing.,0
The falafel was awful and disappointing.,0
The paella was undercooked and disappointing.,0
The caesar salad was revolting and disappointing.,0
The pork belly was absolutely amazing.,1
The pasta was greasy and disappointing.,0
The calamari was inedible and disappointing.,0
The burger was awful and disappointing.,0
The burger was absolutely amazing.,1
The steak was absolutely divine.,1
The pork belly was stale and disappointing.,0
The gyoza was absolutely lovely.,1
The crab cakes was overcooked and disappointing.,0
The enchiladas was overpriced and disappointing.,0
The pasta was absolutely exquisite.,1
The bread was greasy and disappointing.,0
The tiramisu was absolutely fabulous.,1
The burger was appalling and disappointing.,0
The pork belly was bland and disappointing.,0
The risotto was soggy and disappointing.,0
The burger was absolutely magnificent.,1
The wine was absolutely perfect.,1
The quesadilla was bland and disappointing.,0
The crab cakes was revolting and disappointing.,0
The soup was absolutely delicious.,1
The salad was revolting and disappointing.,0
The soup was awful and disappointing.,0
"The manager came by to check on us, which was a lovely touch.",1
The brunch was overpriced and disappointing.,0
The shrimp was mediocre and disappointing.,0
The duck confit was soggy and disappointing.,0
I've been coming here for years and it never disappoints.,1
The ramen was absolutely divine.,1
The pizza was absolutely spectacular.,1
The steak was absolutely brilliant.,1
The burrito was absolutely wonderful.,1
The avocado toast was dry and disappointing.,0
The bread was absolutely splendid.,1
The pad thai was mediocre and disappointing.,0
The waffles was disappointing and disappointing.,0
The clam chowder was horrible and disappointing.,0
The burrito was absolutely marvelous.,1
The lobster was inedible and disappointing.,0
The dessert was absolutely marvelous.,1
The steak was flavorless and disappointing.,0
The crab cakes was undercooked and disappointing.,0
The carbonara was tasteless and disappointing.,0
The biryani was absolutely spectacular.,1
The dessert was absolutely exceptional.,1
The calamari was disappointing and disappointing.,0
The nachos was absolutely magnificent.,1
The waffles was absolutely enjoyable.,1
The falafel was absolutely superb.,1
The burrito was absolutely incredible.,1
The pork belly was absolutely excellent.,1
The brunch was tasteless and disappointing.,0
The sushi was disappointing and disappointing.,0
The soup was absolutely magnificent.,1
The pasta was absolutely spectacular.,1
The gelato was absolutely marvelous.,1
The brunch was absolutely excellent.,1
The biryani was absolutely divine.,1
The clam chowder was absolutely fabulous.,1
The biryani was rubbery and disappointing.,0
The pork belly was absolutely magnificent.,1
The pancakes was absolutely superb.,1
The gnocchi was cold and disappointing.,0
The gnocchi was absolutely terrific.,1
The cheesecake was absolutely lovely.,1
The enchiladas was horrible and disappointing.,0
The gelato was absolutely divine.,1
The bread was absolutely outstanding.,1
The pizza was overpriced and disappointing.,0
The pad thai was overcooked and disappointing.,0
The dessert was terrible and disappointing.,0
The biryani was absolutely exceptional.,1
The duck confit was absolutely great.,1
The clam chowder was absolutely delicious.,1
The pizza was terrible and disappointing.,0
The lobster bisque was absolutely amazing.,1
The dumplings was absolutely exceptional.,1
The ramen was absolutely incredible.,1
The duck confit was undercooked and disappointing.,0
The caesar salad was absolutely magnificent.,1
The pork belly was unpleasant and disappointing.,0
The steak was greasy and disappointing.,0
The paella was dreadful and disappointing.,0
The cheesecake was rubbery and disappointing.,0
The burger was terrible and disappointing.,0
The crab cakes was dry and disappointing.,0
The cocktails was unpleasant and disappointing.,0
The paella was disgusting and disappointing.,0
The calamari was absolutely amazing.,1
The lasagna was bland and disappointing.,0
The avocado toast was awful and disappointing.,0
The tacos was undercooked and disappointing.,0
The quesadilla was absolutely marvelous.,1
The lamb was unpleasant and disappointing.,0
The wings was absolutely incredible.,1
The dessert was absolutely excellent.,1
The salad was mediocre and disappointing.,0
The salmon was absolutely spectacular.,1
The sushi was absolutely superb.,1
The french toast was absolutely excellent.,1
The gnocchi was absolutely spectacular.,1
The bread was horrible and disappointing.,0
The hummus was soggy and disappointing.,0
The chicken was soggy and disappointing.,0
The lamb was disappointing and disappointing.,0
The risotto was dry and disappointing.,0
The chicken was inedible and disappointing.,0
The eggs benedict was dreadful and disappointing.,0
The beef was tasteless and disappointing.,0
The fresh pasta is made in-house and you can really tell.,1
The wine was absolutely enjoyable.,1
The duck confit was revolting and disappointing.,0
The quesadilla was absolutely divine.,1
The crab cakes was absolutely enjoyable.,1
The eggs benedict was overcooked and disappointing.,0
The eggs benedict was absolutely outstanding.,1
The lobster was greasy and disappointing.,0
The wine was absolutely fantastic.,1
The pasta was cold and disappointing.,0
The avocado toast was absolutely lovely.,1
The waffles was soggy and disappointing.,0
The steak was absolutely exquisite.,1
The gnocchi was absolutely superb.,1
The chicken was dreadful and disappointing.,0
The waffles was greasy and disappointing.,0
The cheesecake was absolutely terrific.,1
The burger was absolutely outstanding.,1
The hummus was poor and disappointing.,0
The steak was dreadful and disappointing.,0
The cocktails was absolutely brilliant.,1
The lamb was overcooked and disappointing.,0
The cocktails was absolutely exquisite.,1
The wings was undercooked and disappointing.,0
The paella was absolutely fabulous.,1
The falafel was absolutely incredible.,1
The lobster was disgusting and disappointing.,0
The ramen was absolutely superb.,1
The clam chowder was tasteless and disappointing.,0
The lobster was absolutely divine.,1
The risotto was terrible and disappointing.,0
The ramen was stale and disappointing.,0
The wings was inedible and disappointing.,0
The wine was appalling and disappointing.,0
The calamari was absolutely exquisite.,1
The salmon was undercooked and disappointing.,0
The lamb was disgusting and disappointing.,0
The enchiladas was absolutely fantastic.,1
The lamb was absolutely superb.,1
The ribs was mediocre and disappointing.,0
The gelato was poor and disappointing.,0
The calamari was horrible and disappointing.,0
The cheesecake was appalling and disappointing.,0
The crab cakes was absolutely delicious.,1
The pancakes was appalling and disappointing.,0
The pancakes was absolutely brilliant.,1
The gnocchi was absolutely fabulous.,1
The service ruined what could have been a nice meal.,0
The pizza was absolutely superb.,1
The caesar salad was greasy and disappointing.,0
The ramen was awful and disappointing.,0
The avocado toast was appalling and disappointing.,0
The waffles was absolutely fantastic.,1
The paella was absolutely exceptional.,1
The gnocchi was revolting and disappointing.,0
The salmon was absolutely phenomenal.,1
The dumplings was absolutely outstanding.,1
The cocktails was absolutely lovely.,1
The waffles was absolutely exceptional.,1
The quesadilla was absolutely wonderful.,1
The kids enjoyed every single bite.,1
The sushi was undercooked and disappointing.,0
The dumplings was horrible and disappointing.,0
The lobster bisque was soggy and disappointing.,0
The dessert was disgusting and disappointing.,0
The pork belly was absolutely wonderful.,1
The burger was absolutely lovely.,1
The sushi was absolutely spectacular.,1
The wings was mediocre and disappointing.,0
I did not enjoy the risotto at all.,0
The oysters was overpriced and disappointing.,0
The lobster bisque was tasteless and disappointing.,0
The wings was terrible and disappointing.,0
The fish was absolutely amazing.,1
The pizza was poor and disappointing.,0
The caesar salad was absolutely divine.,1
The wine was horrible and disappointing.,0
The lobster bisque was absolutely superb.,1
The french toast was absolutely magnificent.,1
The bread was dry and disappointing.,0
The tacos was rubbery and disappointing.,0
The lobster bisque was absolutely outstanding.,1
Worst dining experience I've had in years.,0
The pancakes was greasy and disappointing.,0
The gelato was absolutely perfect.,1
The beef was absolutely outstanding.,1
The sushi was absolutely brilliant.,1
The salad was absolutely enjoyable.,1
The oysters was poor and disappointing.,0
The fish was absolutely perfect.,1
The cheesecake was absolutely excellent.,1
I loved the salad here.,1
The steak was poor and disappointing.,0
The pork belly was absolutely fantastic.,1
The soup was absolutely amazing.,1
The paella was absolutely marvelous.,1
The gyoza was bland and disappointing.,0
The enchiladas was dreadful and disappointing.,0
The chicken was flavorless and disappointing.,0
The ribs was absolutely perfect.,1
The ramen was absolutely perfect.,1
The dessert was horrible and disappointing.,0
The tiramisu was appalling and disappointing.,0
The caesar salad was absolutely amazing.,1
The pad thai was horrible and disappointing.,0
The caesar salad was terrible and disappointing.,0
The biryani was absolutely terrific.,1
The lamb was greasy and disappointing.,0
The risotto was horrible and disappointing.,0
The coffee was mediocre and disappointing.,0
The oysters was inedible and disappointing.,0
The cocktails was absolutely amazing.,1
The pork belly was absolutely exquisite.,1
The avocado toast was absolutely perfect.,1
The burrito was undercooked and disappointing.,0
The salad was rubbery and disappointing.,0
The sushi was horrible and disappointing.,0
The crab cakes was soggy and disappointing.,0
The bread was stale and disappointing.,0
The french toast was absolutely outstanding.,1
The place smelled bad when we walked in.,0
The salad was absolutely incredible.,1
The bread was absolutely divine.,1
The beef was awful and disappointing.,0
The lamb was absolutely divine.,1
The air conditioning was broken the entire evening.,0
The pad thai was absolutely magnificent.,1
The nachos was absolutely fantastic.,1
The gyoza was absolutely amazing.,1
The sushi was bland and disappointing.,0
The biryani was overpriced and disappointing.,0
The salmon was revolting and disappointing.,0
The gyoza was overcooked and disappointing.,0
The oysters was absolutely exquisite.,1
I loved the pizza here.,1
The carbonara was absolutely fabulous.,1
The salmon was absolutely great.,1
The dessert was absolutely incredible.,1
The gyoza was absolutely perfect.,1
The duck confit was mediocre and disappointing.,0
The cheesecake was stale and disappointing.,0
The french toast was absolutely great.,1
The nachos was absolutely spectacular.,1
The biryani was absolutely splendid.,1
The oysters was absolutely amazing.,1
The gyoza was unpleasant and disappointing.,0
The biryani was unpleasant and disappointing.,0
The pad thai was bland and disappointing.,0
The gnocchi was rubbery and disappointing.,0
The gelato was bland and disappointing.,0
The pasta was absolutely terrific.,1
The pancakes was absolutely fabulous.,1
The tacos was inedible and disappointing.,0
The enchiladas was soggy and disappointing.,0
The soup was absolutely incredible.,1
The chicken was disappointing and disappointing.,0
The cheesecake was greasy and disappointing.,0
The carbonara was absolutely great.,1
The clam chowder was absolutely amazing.,1
The pancakes was bland and disappointing.,0
The pork belly was absolutely enjoyable.,1
The tiramisu was mediocre and disappointing.,0
The brunch was absolutely enjoyable.,1
The quesadilla was cold and disappointing.,0
The lobster bisque was inedible and disappointing.,0
The falafel was appalling and disappointing.,0
The clam chowder was absolutely enjoyable.,1
The chicken was poor and disappointing.,0
The pasta was absolutely perfect.,1
The burger was absolutely excellent.,1
I did not enjoy the fish at all.,0
The crab cakes was absolutely phenomenal.,1
The tiramisu was absolutely spectacular.,1
The place looked nothing like the photos online.,0
The tacos was absolutely terrific.,1
The paella was inedible and disappointing.,0
The calamari was absolutely terrific.,1
The caesar salad was absolutely delicious.,1
The reservation was lost when we arrived.,0
The dumplings was dreadful and disappointing.,0
The eggs benedict was absolutely fabulous.,1
The enchiladas was bland and disappointing.,0
The fish was absolutely enjoyable.,1
The lamb was bland and disappointing.,0
The sushi was absolutely amazing.,1
The clam chowder was absolutely exceptional.,1
The oysters was absolutely outstanding.,1
The gyoza was absolutely exceptional.,1
The crab cakes was bland and disappointing.,0
The clam chowder was flavorless and disappointing.,0
The ramen was absolutely excellent.,1
The ambiance does not come close to justifying the prices.,0
The dumplings was absolutely excellent.,1
The hummus was absolutely outstanding.,1
The nachos was absolutely incredible.,1
The paella was absolutely splendid.,1
The lasagna was dry and disappointing.,0
The nachos was absolutely great.,1
The paella was horrible and disappointing.,0
The paella was absolutely wonderful.,1
The calamari was bland and disappointing.,0
The lobster was tasteless and disappointing.,0
The lobster was absolutely splendid.,1
The cheesecake was bland and disappointing.,0
The pancakes was absolutely amazing.,1
The steak was mediocre and disappointing.,0
The wine was absolutely amazing.,1
The lobster bisque was absolutely fabulous.,1
The fish was absolutely incredible.,1
The bread was absolutely marvelous.,1
The lobster bisque was terrible and disappointing.,0
The ramen was undercooked and disappointing.,0
The brunch was absolutely lovely.,1
The gelato was absolutely fantastic.,1
The nachos was absolutely delicious.,1
The pasta was undercooked and disappointing.,0
The tiramisu was absolutely splendid.,1
The avocado toast was overpriced and disappointing.,0
The lobster was absolutely exquisite.,1
The curry was appalling and disappointing.,0
The pad thai was poor and disappointing.,0
The wings was absolutely great.,1
The hummus was absolutely exquisite.,1
The pancakes was absolutely excellent.,1
The enchiladas was disappointing and disappointing.,0
The risotto was absolutely spectacular.,1
The pad thai was tasteless and disappointing.,0
The pizza was absolutely magnificent.,1
The dumplings was stale and disappointing.,0
The lobster was overpriced and disappointing.,0
The lobster bisque was awful and disappointing.,0
The nachos was absolutely outstanding.,1
The beef was soggy and disappointing.,0
The salad was dreadful and disappointing.,0
The dessert was absolutely brilliant.,1
The beef was absolutely terrific.,1
The pork belly was absolutely spectacular.,1
The salmon was absolutely marvelous.,1
The dessert was absolutely fabulous.,1
The salad was overcooked and disappointing.,0
The tacos was absolutely wonderful.,1
The curry was absolutely fantastic.,1
The nachos was absolutely excellent.,1
The cheesecake was absolutely outstanding.,1
The pizza was mediocre and disappointing.,0
The hummus was horrible and disappointing.,0
The steak was revolting and disappointing.,0
The risotto was flavorless and disappointing.,0
The gelato was absolutely exquisite.,1
The beef was dry and disappointing.,0
The avocado toast was absolutely spectacular.,1
The dumplings was absolutely phenomenal.,1
The coffee was absolutely spectacular.,1
The oysters was soggy and disappointing.,0
The wings was revolting and disappointing.,0
The salad was absolutely brilliant.,1
The nachos was absolutely perfect.,1
The pad thai was disgusting and disappointing.,0
The avocado toast was greasy and disappointing.,0
The dessert was absolutely delicious.,1
The tiramisu was absolutely enjoyable.,1
The crab cakes was absolutely spectacular.,1
The lobster bisque was absolutely lovely.,1
The steak was absolutely marvelous.,1
The ribs was stale and disappointing.,0
The nachos was absolutely terrific.,1
The burrito was stale and disappointing.,0
The tiramisu was flavorless and disappointing.,0
The quesadilla was overcooked and disappointing.,0
The tasting menu was a culinary adventure from start to finish.,1
The ramen was appalling and disappointing.,0
The wine pairing recommendations were spot on.,1
The carbonara was inedible and disappointing.,0
The duck confit was absolutely fantastic.,1
The duck confit was absolutely excellent.,1
The french toast was greasy and disappointing.,0
The cocktails was absolutely superb.,1
The coffee was rubbery and disappointing.,0
The biryani was absolutely phenomenal.,1
The eggs benedict was appalling and disappointing.,0
The carbonara was absolutely fantastic.,1
The pizza was unpleasant and disappointing.,0
The quesadilla was terrible and disappointing.,0
The cocktails was absolutely terrific.,1
The nachos was horrible and disappointing.,0
The ramen was absolutely fantastic.,1
The pork belly was dreadful and disappointing.,0
The calamari was absolutely spectacular.,1
The waffles was absolutely superb.,1
The sushi was absolutely fabulous.,1
The avocado toast was absolutely wonderful.,1
The hummus was awful and disappointing.,0
The lasagna was absolutely incredible.,1
The waffles was absolutely divine.,1
The lasagna was unpleasant and disappointing.,0
The lasagna was absolutely fantastic.,1
The lobster bisque was absolutely delicious.,1
The wings was dry and disappointing.,0
The bread was absolutely terrific.,1
I loved the lobster here.,1
The fish was dreadful and disappointing.,0
The risotto was cold and disappointing.,0
The chicken was absolutely terrific.,1
The risotto was absolutely exceptional.,1
The eggs benedict was absolutely enjoyable.,1
The gyoza was absolutely fabulous.,1
The gyoza was absolutely exquisite.,1
The salad was greasy and disappointing.,0
The lamb was absolutely outstanding.,1
The wings was appalling and disappointing.,0
The risotto was disgusting and disappointing.,0
The coffee was absolutely exceptional.,1
The carbonara was absolutely outstanding.,1
The lasagna was flavorless and disappointing.,0
The quesadilla was disgusting and disappointing.,0
The lobster bisque was absolutely great.,1
The dumplings was absolutely great.,1
The eggs benedict was stale and disappointing.,0
The brunch was undercooked and disappointing.,0
The enchiladas was disgusting and disappointing.,0
The wine was absolutely spectacular.,1
The oysters was stale and disappointing.,0
The gnocchi was absolutely delicious.,1
The dim sum here is absolutely top notch.,1
The shrimp was bland and disappointing.,0
The nachos was cold and disappointing.,0
The tiramisu was inedible and disappointing.,0
The pad thai was soggy and disappointing.,0
The hummus was absolutely exceptional.,1
The gnocchi was undercooked and disappointing.,0
The tacos was cold and disappointing.,0
The pad thai was overpriced and disappointing.,0
The cocktails was appalling and disappointing.,0
The pad thai was cold and disappointing.,0
The soup was absolutely perfect.,1
The gelato was absolutely terrific.,1
The cheesecake was undercooked and disappointing.,0
The gelato was dry and disappointing.,0
The avocado toast was rubbery and disappointing.,0
The gyoza was absolutely terrific.,1
The lobster was unpleasant and disappointing.,0
The fish was bland and disappointing.,0
The waffles was flavorless and disappointing.,0
The calamari was absolutely incredible.,1
The quesadilla was flavorless and disappointing.,0
The ribs was disgusting and disappointing.,0
I did not enjoy the steak at all.,0
The prix fixe menu is excellent value.,1
The shrimp was absolutely delicious.,1
The soup was tasteless and disappointing.,0
The crab cakes was rubbery and disappointing.,0
The oysters was terrible and disappointing.,0
The gnocchi was absolutely enjoyable.,1
The ramen was absolutely splendid.,1
The falafel was absolutely outstanding.,1
The lobster was absolutely fantastic.,1
The oysters was absolutely phenomenal.,1
The fish was absolutely marvelous.,1
The salmon was absolutely excellent.,1
The lobster bisque was poor and disappointing.,0
The ramen was absolutely delicious.,1
The cocktails was undercooked and disappointing.,0
The cheesecake was disgusting and disappointing.,0
The curry was absolutely fabulous.,1
The bread was absolutely perfect.,1
The avocado toast was absolutely superb.,1
The pizza was absolutely perfect.,1
The lamb was rubbery and disappointing.,0
The cheesecake was absolutely divine.,1
The avocado toast was mediocre and disappointing.,0
The clam chowder was bland and disappointing.,0
The soup was absolutely excellent.,1
The dumplings was bland and disappointing.,0
The tiramisu was absolutely amazing.,1
The coffee was flavorless and disappointing.,0
Consistently one of the top restaurants in the city.,1
The steak was disappointing and disappointing.,0
The caesar salad was stale and disappointing.,0
The french toast was absolutely enjoyable.,1
The dumplings was absolutely lovely.,1
The shrimp was overpriced and disappointing.,0
The wine was overcooked and disappointing.,0
The coffee was absolutely phenomenal.,1
The wine was greasy and disappointing.,0
The bread was absolutely lovely.,1
The wings was disgusting and disappointing.,0
The hummus was absolutely brilliant.,1
The pad thai was absolutely exquisite.,1
The risotto was absolutely outstanding.,1
The lobster was absolutely superb.,1
The cheesecake was soggy and disappointing.,0
The pork belly was poor and disappointing.,0
The coffee was overpriced and disappointing.,0
The burger was absolutely enjoyable.,1
The french toast was flavorless and disappointing.,0
The clam chowder was revolting and disappointing.,0
The lamb was soggy and disappointing.,0
The waffles was absolutely wonderful.,1
The sushi was greasy and disappointing.,0
The eggs benedict was overpriced and disappointing.,0
The sushi was terrible and disappointing.,0
The nachos was absolutely exquisite.,1
The gelato was absolutely brilliant.,1
The shrimp was poor and disappointing.,0
The burrito was absolutely terrific.,1
The soup was unpleasant and disappointing.,0
The lamb was absolutely incredible.,1
The quesadilla was absolutely incredible.,1
The lasagna was absolutely terrific.,1
The nachos was absolutely exceptional.,1
The pizza was bland and disappointing.,0
The burrito was absolutely perfect.,1
The bread was bland and disappointing.,0
The lasagna was disappointing and disappointing.,0
The french toast was stale and disappointing.,0
The lamb was stale and disappointing.,0
The avocado toast was bland and disappointing.,0
The lasagna was dreadful and disappointing.,0
The coffee was disgusting and disappointing.,0
The pad thai was revolting and disappointing.,0
The biryani was absolutely magnificent.,1
The nachos was absolutely wonderful.,1
The paella was rubbery and disappointing.,0
The clam chowder was absolutely divine.,1
The nachos was disgusting and disappointing.,0
The biryani was dry and disappointing.,0
The hummus was rubbery and disappointing.,0
The cocktails was awful and disappointing.,0
I loved the steak here.,1
I loved the shrimp here.,1
The salmon was absolutely wonderful.,1
The fish was disgusting and disappointing.,0
The gyoza was absolutely incredible.,1
The paella was absolutely spectacular.,1
The curry was poor and disappointing.,0
The salad was disappointing and disappointing.,0
The bread was overcooked and disappointing.,0
The wings was rubbery and disappointing.,0
The shrimp was rubbery and disappointing.,0
The lasagna was absolutely exquisite.,1
The falafel was revolting and disappointing.,0
The salmon was inedible and disappointing.,0
The dessert was rubbery and disappointing.,0
The bread was absolutely fantastic.,1
The curry was terrible and disappointing.,0
The pad thai was absolutely brilliant.,1
The eggs benedict was absolutely spectacular.,1
The coffee was absolutely delicious.,1
The wine was absolutely marvelous.,1
The bread was absolutely incredible.,1
The cheese plate was beautifully curated.,1
The enchiladas was absolutely great.,1
The lobster was absolutely delicious.,1
The caesar salad was absolutely fantastic.,1
The paella was absolutely divine.,1
The dumplings was greasy and disappointing.,0
The lasagna was overcooked and disappointing.,0
The wings was dreadful and disappointing.,0
The burger was absolutely incredible.,1
The cheesecake was disappointing and disappointing.,0
The pasta was dry and disappointing.,0
The salad was absolutely fantastic.,1
The falafel was flavorless and disappointing.,0
The cocktails were watered down and overpriced.,0
The chicken was absolutely brilliant.,1
The calamari was overpriced and disappointing.,0
The lamb was flavorless and disappointing.,0
The bread was absolutely delicious.,1
The salad was absolutely marvelous.,1
The gyoza was stale and disappointing.,0
The brunch was absolutely delicious.,1
The crab cakes was dreadful and disappointing.,0
The lobster bisque was absolutely magnificent.,1
The ribs was absolutely divine.,1
The gelato was absolutely amazing.,1
The waffles was absolutely magnificent.,1
The salad was absolutely lovely.,1
The cheesecake was absolutely great.,1
The wine was dry and disappointing.,0
The fish was disappointing and disappointing.,0
The shrimp was dry and disappointing.,0
The dumplings was absolutely terrific.,1
The waffles was absolutely delicious.,1
The sushi was poor and disappointing.,0
The wine was dreadful and disappointing.,0
The lamb was absolutely fabulous.,1
The salad was absolutely fabulous.,1
The steak was inedible and disappointing.,0
The hummus was absolutely splendid.,1
The crab cakes was overpriced and disappointing.,0
The ramen was inedible and disappointing.,0
The tiramisu was soggy and disappointing.,0
The risotto was inedible and disappointing.,0
The crab cakes was absolutely exquisite.,1
The tiramisu was disgusting and disappointing.,0
The quesadilla was absolutely excellent.,1
The caesar salad was disappointing and disappointing.,0
The waffles was absolutely marvelous.,1
The tacos was absolutely enjoyable.,1
The lamb was inedible and disappointing.,0
I did not enjoy the lamb at all.,0
The caesar salad was absolutely incredible.,1
The lobster bisque was absolutely phenomenal.,1
The enchiladas was absolutely delicious.,1
The soup was absolutely fantastic.,1
The oysters was absolutely marvelous.,1
The falafel was absolutely fabulous.,1
The gyoza was mediocre and disappointing.,0
The bread was undercooked and disappointing.,0
The menu has something wonderful for everyone.,1
The brunch was horrible and disappointing.,0
The beef was appalling and disappointing.,0
The pork belly was overpriced and disappointing.,0
The biryani was tasteless and disappointing.,0
The wings was absolutely amazing.,1
The wine was mediocre and disappointing.,0
The bread was unpleasant and disappointing.,0
The crab cakes was absolutely divine.,1
The risotto was tasteless and disappointing.,0
The gelato was absolutely spectacular.,1
The soup was absolutely lovely.,1
The curry was revolting and disappointing.,0
The dessert was unpleasant and disappointing.,0
The spiced lamb chops were out of this world.,1
The brunch was absolutely terrific.,1
The soup was flavorless and disappointing.,0
The brunch was absolutely great.,1
The quesadilla was tasteless and disappointing.,0
They accommodated my dietary restrictions without any issue.,1
The ribs was poor and disappointing.,0
The pizza was cold and disappointing.,0
The burrito was bland and disappointing.,0
The ramen was cold and disappointing.,0
The waffles was appalling and disappointing.,0
The duck confit was absolutely spectacular.,1
The enchiladas was revolting and disappointing.,0
The calamari was undercooked and disappointing.,0
The pad thai was appalling and disappointing.,0
The duck confit was absolutely perfect.,1
The salad was absolutely excellent.,1
The lamb was cold and disappointing.,0
The curry was absolutely great.,1
The lasagna was absolutely great.,1
The oysters was bland and disappointing.,0
The duck confit was disgusting and disappointing.,0
The nachos was mediocre and disappointing.,0
The brunch was rubbery and disappointing.,0
The risotto was absolutely phenomenal.,1
The risotto was absolutely terrific.,1
The pasta was tasteless and disappointing.,0
The risotto was absolutely perfect.,1
The curry was absolutely exceptional.,1
The chicken was absolutely delicious.,1
I was ignored for 15 minutes at the entrance.,0
The cocktails was stale and disappointing.,0
The wine was absolutely exquisite.,1
The pork belly was appalling and disappointing.,0
The soup was undercooked and disappointing.,0
The crab cakes was disgusting and disappointing.,0
The pad thai was unpleasant and disappointing.,0
The ramen was overpriced and disappointing.,0
The crab cakes was cold and disappointing.,0
The ribs was overcooked and disappointing.,0
The pizza was absolutely splendid.,1
The tiramisu was poor and disappointing.,0
The tiramisu was rubbery and disappointing.,0
The caesar salad was soggy and disappointing.,0
The crab cakes was absolutely great.,1
The coffee was absolutely perfect.,1
The caesar salad was absolutely enjoyable.,1
The crab cakes was absolutely exceptional.,1
The pad thai was greasy and disappointing.,0
The burrito was dry and disappointing.,0
The paella was absolutely exquisite.,1
The bread was revolting and disappointing.,0
The curry was undercooked and disappointing.,0
The beef was absolutely marvelous.,1
The tacos was tasteless and disappointing.,0
The wings was absolutely fabulous.,1
The gnocchi was dreadful and disappointing.,0
The brunch was absolutely brilliant.,1
The wine was bland and disappointing.,0
The dumplings was absolutely incredible.,1
The waffles was awful and disappointing.,0
The pork belly was absolutely divine.,1
The gyoza was rubbery and disappointing.,0
The ribs was flavorless and disappointing.,0
The quesadilla was greasy and disappointing.,0
The soup was dry and disappointing.,0
The avocado toast was absolutely phenomenal.,1
The salmon was absolutely terrific.,1
The cheesecake was dry and disappointing.,0
The avocado toast was stale and disappointing.,0
The french toast was absolutely delicious.,1
The soup was absolutely superb.,1
The french toast was revolting and disappointing.,0
The biryani was absolutely fantastic.,1
The chicken was absolutely outstanding.,1
The coffee was horrible and disappointing.,0
The wine was absolutely wonderful.,1
The wine was absolutely excellent.,1
The biryani was absolutely lovely.,1
The shrimp was absolutely excellent.,1
The waffles was horrible and disappointing.,0
The pork belly was rubbery and disappointing.,0
The brunch was dry and disappointing.,0
The pad thai was dry and disappointing.,0
The curry was soggy and disappointing.,0
